,author,author_email,id,isopen,license_id,license_title,license_url,maintainer,maintainer_email,metadata_created,metadata_modified,name,notes,num_resources,num_tags,owner_org,private,revision_id,state,title,type,url,version
609,David De Roure,david.deroure@oerc.ox.ac.uk,32bf1a4e-b5cd-46c3-a7d2-c4fd53cbe3f7,True,odc-pddl,Open Data Commons Public Domain Dedication and License (PDDL),http://www.opendefinition.org/licenses/odc-pddl,,,2010-09-07T17:56:16.979690,2013-10-10T23:01:39.132569,my-experiment,"[myExperiment](http://www.myexperiment.org) is a social web site for researchers sharing scientific workflows and ""packs"" (aggregations of resources).

As of September 2010 it has several thousand members and a collection of around 1300 workflows, 350 files and 130 packs. It is the largest public collection of scientific workflows.

myExperiment contains user-generated content, The RDF description of the public content is available under PDDL, while the actual user-generated content has separate licenses on a per-item basis.

The site was the subject of the keynote ""[Repositories and Linked Open Data: the view from myExperiment](http://www.myexperiment.org/packs/131)"" by David De Roure at Open Repositories 2010 in Madrid, Spain.

myExperiment has three sister projects:

* The [BioCatalogue](http://www.biocatalogue.org/) - see package:biocatalogue
* [SysmoDB](http://www.sysmo-db.org/) - see package:sysmo-db
* [MethodBox](http://www.methodbox.org/)",5,17,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,56d29808-7804-4d34-be89-db8b5a0a38f9,active,myExperiment,dataset,http://www.myexperiment.org,
610,,,8edff8f9-c7f2-4dad-b8a4-d5486d2e099f,False,,,,,,2009-10-27T19:02:04.630429,2013-10-10T23:01:03.213185,musicbrainz_,"

Data exposed: &mdash;

Size of dump and data set: Currently the zipped version of this data is 102MB",0,5,94d03217-717d-41ce-a20c-00e754e94183,False,721916dc-09cc-4125-a8a0-0c0996ce34ad,active,MusicBrainz,dataset,http://www.musicbrainz.org/,
611,linkedopendata.it,info@linkedopendata.it,63cf86ac-1296-487e-8782-79d75319de3e,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,,,2011-02-09T17:05:17.118148,2013-10-10T23:01:02.749756,museums-in-italy,"List of geo-referenced italian museums. Places are linked to Geonames. Museum categories are linked to dbpedia.
More info at [http://www.linkedopendata.it/datasets/musei](http://www.linkedopendata.it/datasets/musei)",4,15,ce086ef6-9e56-4af1-a63c-fd768fa2dfff,False,d69f0c66-622a-470a-a28e-6b50eba65873,active,Italian Museums,dataset,http://www.linkedopendata.it/datasets/musei,03 Jan 2011
612,GNOSS Team,gnoss@gnoss.com,888814d3-7697-4683-87fd-7192bb056b7b,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,GNOSS Team,gnoss@gnoss.com,2012-08-14T10:13:21.589438,2013-10-10T23:00:54.749366,museosespania-gnoss,"<p>
<a href=""http://museos.gnoss.com/en/community/mismuseos"">Museos de España</a>
 is a directory that allows facet-based searches on a collection with more than 1,500 dynamic pages of public and private Spanish museums. Museos de España works with 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>
</p>

<p>
<a href=""http://museos.gnoss.com/comunidad/mismuseos"">Museos de España</a>
es un directorio que permite realizar búsquedas facetadas sobre una colección que reúne las fichas de más de 1.500 museos públicos y privados españoles. Museos de España funciona sobre
<a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>
</p>",5,33,f3d4e356-6c4e-47cf-8c6f-2f74522050ae,False,439192b0-b820-4673-ac54-93455be9df80,active,"Museos de España, colección de museos públicos y privados españoles (GNOSS)",dataset,http://museos.gnoss.com/comunidad/mismuseos/,1.0.
613,Thomas Pfeiffer,thomas.pfeiffer@webevangelisten.de,3c270dc9-b522-494e-a92c-1e6c6baefe0b,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2011-07-18T10:25:05.048204,2013-10-10T23:00:51.500114,munich-offener-haushalt,"Bund Offener Haushalt shows the complex data Munich's budget. It also gives access to the data in an open and re-usable format.

part of package:offener-haushalt
",2,11,94d03217-717d-41ce-a20c-00e754e94183,False,faa99654-cb5c-4ebf-89fd-1710d7286ad5,active,Munich Offener Haushalt,dataset,http://muenchen.offenerhaushalt.de,
614,http://sci-class.math.auth.gr/MSCLW/index.php/User_contributions,project-msc-lod@jacobs-university.de,1741823b-dffe-4488-94b0-811f273463f5,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,,,2012-08-27T10:01:08.323974,2013-10-10T23:00:42.438925,msc,"The Mathematics Subject Classification (MSC2010) as a Linked Open Dataset using SKOS - Simple Knowledge Organization System.
The Mathematics Subject Classiﬁcation (MSC) is a widely used scheme for classifying documents in mathematics by subject.  The Final MSC2010 revision was made public here in May 2009, and deployed in production in July 2009 by Zbl for ZMATH and MR for MathSciNet.

The license is CC-BY-NC-SA.",4,10,94d03217-717d-41ce-a20c-00e754e94183,False,689d3f74-3a41-4d23-a1c3-f8b9daa91dc9,active,Mathematics Subject Classification,dataset,http://msc2010.org/mscwork/,
615,GNOSS Team,gnoss@gnoss.com,d20beef8-0ed6-4437-81d6-2a5bb0965b91,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,GNOSS Team,gnoss@gnoss.com,2012-08-14T09:27:54.596328,2013-10-10T22:52:20.333835,mismuseos-gnoss,"<p>
<a href=""http://mismuseos.net/en/community/museos"">MisMuseos.net</a> is a semantic index of artistic resources (museums, artists and artwork) powered by <a href=""http://gnoss.com/"">GNOSS</a>. MisMuseos.net structures, organizes and offers you, in accordance with the principles promoted by the Linked Data Project, an extensive catalog of works of art that museums publish on the Web. MisMuseos.net connects them with educational recommendations and contexts. <p> The information on public cultural goods comes from data published in the Europeana dataset as RDF (Resource Description Framework), CER.ES Collection (Red Digital de Colecciones de Museos de España) and online public museums collections in Spain not included in CER.ES. MisMuseos.net offers a selection of 8,947 resources (November 2012).</p>
</p>

<p>
Museos, Obras de Arte y Artistas componen la colección de <a href=""http://mismuseos.net/"">MisMuseos.net</a>, el gran índice de recursos artísticos en Internet promovido por 
<a href=""http://gnoss.com/"">GNOSS</a> y destinado al enriquecimiento de la Web Semántica. MisMuseos.net estructura, organiza y pone a tu alcance, de acuerdo con los principios promovidos por el Linked Data Project, un extenso catálogo de las obras de arte que los museos publican en la Red conectándolo con otras bases de conocimiento educativas existentes en la iniciativa Linking Open permitiendo la generación de contextos educativos relacionados con los bienes culturales. </p>
<p> La información sobre bienes culturales públicos procede de los datos publicados en el Europeana dataset como RDF (Resource Description Framework), de la colección CER.ES (Red Digital de Colecciones de Museos de España), y de las colecciones online de los museos públicos de España no incluidos en CER.ES. MisMuseos.net dispone en la actualidad de 8.947 obras de arte (Noviembre 2012)</p>",5,59,f3d4e356-6c4e-47cf-8c6f-2f74522050ae,False,cde26fe3-5d1c-44ea-ae62-ca5b01533427,active,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",dataset,http://mismuseos.net/,1.0.
616,GNOSS Team,gnoss@gnoss.com,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,GNOSS Team,gnoss@gnoss.com,2012-08-14T10:30:15.232114,2013-10-10T22:49:59.096780,miguiadeviajes-gnoss,"<a href=""http://miguiadeviajes.net/"">MiGuiadeViajes.net</a>
is a semantic collection of travel guides, sightseeing tours and trips especially recommended for tourists, travellers and backpackers. The community allows you to find where to go, where to eat or sleep in different countries, regions and cities with the GNOSS facet-based search engine.
<a href=""http://gnoss.com/"">GNOSS</a>
promotes this community based on the standards of the Semantic Web and Linked Open Data. MiGuiadeViajes.net offers a selection of 3,533 resources (November 2012). The content of Miguiadeviajes.net belongs to 
<a href=""http://thedatahub.org/dataset/webnmasunotraveler"">El Viajero's tourism dataset</a>
, that integrates the various contents from newspapers and digital platforms belonging to the Prisa Digital Group in the domain of news and blogs about travel.
</p>

<p>
Guías de viaje, rutas turísticas y escapadas componen 
<a href=""http://miguiadeviajes.net/"">MiGuiadeViajes.net</a>
, una selección de recomendaciones para viajeros, turistas y aventureros. La comunidad permite buscar dónde ir, dónde
<strong> </strong>
comer o dónde dormir por países, regiones y ciudades gracias al 
<a href=""http://gnoss.com/comunidad/nextweb/recurso/Busquedas-facetadas-o-razonadas/13fd22d5-704d-412c-b35f-31ddc4b7238e"">buscador facetado de GNOSS</a>
.
</p>
<p>
<a href=""http://gnoss.com/"">GNOSS</a>
 promueve esta comunidad  desarrollada y fundamentada en los estándares de la Web Semántica y de los Datos Abiertos Enlazados (Linked Open Data). MiGuiadeViajes.net dispone en la actualidad de 3.533 recursos (Noviembre 2012). El contenido procede del
<a href=""http://thedatahub.org/dataset/webnmasunotraveler"">dataset de El Viajero</a>
, que integra artículos, guías y reportajes turísticos de los periódicos y plataformas digitales del Grupo Prisa.
</p>",5,49,a2434aea-f477-4f92-8f84-78090a9188f8,False,518316aa-351f-4ff2-890d-9e55909481da,active,"Mi Guía de Viajes, colección de guías de viaje para viajeros (GNOSS)",dataset,http://miguiadeviajes.net,1.0.
617, <URI>,,0a884e35-ba49-4e19-8a69-eb3d4e5a0c02,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2009-10-27T19:02:01.725153,2013-10-10T22:48:52.960529,mesh_titles,"
Data exposed: Extracted from 2007 Medline baseline distribution

Size of dump and data set: 670 MB

Notes: contact Medline for use terms",1,10,a27ebdd0-6059-46e5-b59c-5aaee0168568,False,42fe5234-ea89-4403-9811-a75e0f6581e7,active,MeSH titles,dataset,,
618, <URI>,,ef5966dc-dd43-4615-9c52-1b42d692942f,False,notspecified,License not specified,,,,2009-10-27T19:02:02.287746,2013-10-10T22:48:52.699892,mesh_pairs,"Data exposed: NLM 2007 MeSH descriptor/qualifier pairs

Size of dump and data set: 13 MB

### Openness: OPEN

See <http://www.nlm.nih.gov/mesh/termscon.html> (basically attribution with disclaimer of warranty).",2,11,a27ebdd0-6059-46e5-b59c-5aaee0168568,False,6d4df606-20c3-4769-9c59-f790bf4715a6,active,MeSH pairs,dataset,http://www.nlm.nih.gov/mesh/,
619,Mark van Assem,Mark van Assem,59bcc10d-7388-4874-a7ea-12afc0922aaa,True,other-open,Other (Open),,Mark van Assem,Mark van Assem,2009-10-27T19:02:19.939526,2013-10-10T22:48:52.470265,mesh_ipsv_skos_rdf,"### About

Data exposed: (used by output of MeSH to SKOS conversion)
Size of dump and data set: 2.2 KB
Notes: released without contract

### Openness

[Copyright](http://thesauri.cs.vu.nl/eswc06/) notice:

> Integrated Public Service Vocabulary (IPSV) © Crown copyright. We wish to encourage the re-use of the IPSV. It may be downloaded by individuals and organisations for incorporation in products and services that are made available to others without requiring a licence or payment of fees. Anyone who includes the IPSV in a product or service should ensure that they do not alter the data or its presentation in any way that damages the integrity of the IPSV. We shall not be liable for any losses due to errors or omissions in the IPSV. In addition esd-toolkit requires that the data is not used in a derogatory manner or in a misleading context. The source of the material must be acknowledged as esd-toolkit and the title referring to Integrated Public Sector Vocabulary should appear on all documents and must be included when being reproduced as part of other publications or services. ",3,12,c3f1de76-2bdb-459c-9eb8-a124806875da,False,5a7ccbc5-89a4-4a92-9f66-4d5fa2c35918,active,"MeSH, IPSV - SKOS RDF",dataset,http://thesauri.cs.vu.nl/eswc06/,
620,Osma Suominen,osma.suominen@tkk.fi ,c0413762-9b2c-46a2-a358-062eebed8512,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,,,2011-07-19T09:59:38.322806,2013-10-10T22:48:14.727056,mesh-finnish,"MeSH is the National Library of Medicine's controlled vocabulary thesaurus. It consists of sets of terms naming descriptors in a hierarchical structure that permits searching at various levels of specificity.

This package translates the terms into finnish.",1,10,94d03217-717d-41ce-a20c-00e754e94183,False,2a2d5fdc-1865-4d84-9b23-d5b391cd8b10,active,Finnish translation of mesh,dataset,http://www.yso.fi/onto/mesh/,
621, <URI>,,18ac5718-c055-4c19-9bc5-109574e817b4,False,notspecified,License not specified,,,,2009-10-27T19:02:01.131620,2013-10-10T22:48:14.727056,mesh_headings,"### About

Data exposed: List of all associations of MeSH headings to papers indexed by Medline extracted from 2007 Medline baseline distribution
Size of dump and data set: 758 MB
Notes: contact Medline] for use terms;

### Openness

No information found.",1,9,a27ebdd0-6059-46e5-b59c-5aaee0168568,False,2a2d5fdc-1865-4d84-9b23-d5b391cd8b10,active,MeSH headings,dataset,,
622,,,6d5c5dee-491d-4df0-82f1-feddc2392b53,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,William Waites,ww@eris.okfn.org,2011-05-13T09:33:55.493689,2013-10-10T22:46:46.696373,medline,RDF representation of the Medline catalogue. Information about 19 million articles linked to http://dx.doi.org/ with article identifiers and http://crossref.org/ with journal identifiers.,2,8,ed47c074-2073-48d3-b852-03b01bc70703,False,fa38ca60-3a2f-45e8-aee9-4c00a8e832fa,active,medline,dataset,http://purl.org/okfn/medline,
623,Ross Singer,rossfsinger@gmail.com,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,True,other-pd,Other (Public Domain),,,,2010-09-08T02:58:35.767514,2013-10-10T22:32:32.731143,marc-codes,"Currently provides the MARC codes (http://www.loc.gov/standards/valuelist/) for languages, geographic areas, countries and forms of musical composition.",3,15,b15a85e0-4870-4d6f-8cb1-a5e1b12a83df,False,e686ca40-6487-450b-bc04-8753c0e17b05,active,MARC Codes List,dataset,http://purl.org/NET/marccodes/,1
